experiment_accession	is_control	matched_control	target_label	assay_title	description	lab	biosample_term_id	biosample_term_name	classification	organ_slims	cell_slims	developmental_slims	system_slims	organism	donor_accession	donor_sex	donor_life_stage	donor_age	donor_age_units	donor_ethnicity	run_type	platform	bio_replicate_count	tech_replicate_count	replication_type	date_released	status_exp	n_fastq_files	total_bytes
ENCSR220TRW	False	ENCSR151NEZ	H3K27ac	Histone ChIP-seq	Homo sapiens dorsolateral prefrontal cortex tissue female adult (89 years)	Bradley Bernstein, Broad	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system	Homo sapiens	ENCDO707TUE	female	adult	89	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2021-05-06	released	8	1817077974.0
ENCSR222QLW	False	ENCSR930RIA	H3K27ac	Histone ChIP-seq	Homo sapiens T-cell male adult (37 years)	John Stamatoyannopoulos, UW	CL:0000084	T-cell	primary cell	blood,bodily fluid	hematopoietic cell,leukocyte,T cell	endoderm,mesoderm	immune system	Homo sapiens	ENCDO028NGF	male	adult	37	year	Hispanic	single-ended	Illumina HiSeq 2000	1	1	unreplicated	2013-07-31	released	2	2221229341.0
ENCSR223UPC	False	ENCSR849NEM	H3K27ac	Histone ChIP-seq	Homo sapiens HUES48	Bradley Bernstein, Broad	EFO:0007083	HUES48	cell line	embryo	embryonic cell,stem cell			Homo sapiens	ENCDO741IWK	female	embryonic				single-ended	Illumina HiSeq 2000	1	1	unreplicated	2013-07-31	released	2	816652646.0
ENCSR227FYJ	False	ENCSR425NYG	H3K27ac	Histone ChIP-seq	Homo sapiens foreskin melanocyte male newborn	Joseph Costello, UCSF	CL:2000045	foreskin melanocyte	primary cell	penis	melanocyte	mesoderm,ectoderm	reproductive system	Homo sapiens	ENCDO666YUN	male	newborn				paired-ended	Illumina HiSeq 2000	1	2	unreplicated	2013-07-31	released	4	4005687065.0
ENCSR230BWN	False	ENCSR857YQI	H3K27ac	Histone ChIP-seq	Homo sapiens kidney tissue male adult (67 years)	Bradley Bernstein, Broad	UBERON:0002113	kidney	tissue	kidney		mesoderm	excretory system	Homo sapiens	ENCDO620KOS	male	adult	67	year	European	single-ended	Illumina HiSeq 2000	1	1	unreplicated	2013-07-31	released	2	1171364887.0
ENCSR230IMS	False	ENCSR687HYO	H3K27ac	Histone ChIP-seq	Homo sapiens liver tissue male adult (31 years)	Bradley Bernstein, Broad	UBERON:0002107	liver	tissue	endocrine gland,liver,exocrine gland		endoderm	exocrine system,digestive system,endocrine system	Homo sapiens	ENCDO832GKP	male	adult	31	year		single-ended	Illumina HiSeq 2000	1	1	unreplicated	2013-07-31	released	2	832371449.0
ENCSR232ABT	True			Control ChIP-seq	Homo sapiens chorion tissue male embryo (16 weeks)	Joseph Costello, UCSF	UBERON:0003124	chorion	tissue	extraembryonic component		mesoderm		Homo sapiens	ENCDO150YZC	male	embryonic	16	week	African American	single-ended	Illumina HiSeq 2000	1	1	unreplicated	2013-07-31	released	2	2276007020.0
ENCSR233RWF	False	ENCSR096QCF	H3K27ac	Histone ChIP-seq	Homo sapiens with Cognitive impairment; dorsolateral prefrontal cortex tissue female adult (90 or above years)	Bradley Bernstein, Broad	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system	Homo sapiens	ENCDO359XWR	female	adult	90 or above	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2021-05-06	released	8	2478848268.0
ENCSR234FYG	True			Control ChIP-seq	Homo sapiens adrenal gland tissue female adult (51 years)	Bradley Bernstein, Broad	UBERON:0002369	adrenal gland	tissue	endocrine gland,adrenal gland		ectoderm,mesoderm	endocrine system	Homo sapiens	ENCDO271OUW	female	adult	51	year		single-ended	Illumina HiSeq 2500	1	2	unreplicated	2018-12-11	released	4	9424927577.0
ENCSR235KRX	False	ENCSR071DPR	H3K27ac	Histone ChIP-seq	Homo sapiens with squamous cell carcinoma; skin epidermis tissue male adult (75 years)	Bradley Bernstein, Broad	UBERON:0001003	skin epidermis	tissue	epithelium,skin of body		ectoderm	integumental system	Homo sapiens	ENCDO317WFZ	male	adult	75	year		single-ended	Illumina HiSeq 2500	1	1	unreplicated	2020-09-10	released	2	2502214205.0
ENCSR235ZBF	False	ENCSR239LAP	H3K27ac	Histone ChIP-seq	Homo sapiens spleen tissue male adult (34 years)	Bing Ren, UCSD	UBERON:0002106	spleen	tissue	spleen,immune organ		mesoderm	immune system,digestive system	Homo sapiens	ENCDO058AAA	male	adult	34	year	European	single-ended	Illumina Genome Analyzer	1	1	unreplicated	2013-07-31	released	1	936257315.0
ENCSR236NLU	True			Control ChIP-seq	Homo sapiens liver tissue female adult (25 years)	Bradley Bernstein, Broad	UBERON:0002107	liver	tissue	endocrine gland,liver,exocrine gland		endoderm	exocrine system,digestive system,endocrine system	Homo sapiens	ENCDO776UMN	female	adult	25	year	European	single-ended	Illumina Genome Analyzer IIx	1	1	unreplicated	2013-07-31	released	1	1321482735.0
ENCSR237ZMF	True			Control ChIP-seq	Homo sapiens with Alzheimer's disease; dorsolateral prefrontal cortex tissue female adult (90 or above years)	Bradley Bernstein, Broad	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system	Homo sapiens	ENCDO637GUS	female	adult	90 or above	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2021-09-21	released	8	3581884515.0
ENCSR239LAP	True			Control ChIP-seq	Homo sapiens spleen tissue male adult (34 years)	Bing Ren, UCSD	UBERON:0002106	spleen	tissue	spleen,immune organ		mesoderm	immune system,digestive system	Homo sapiens	ENCDO058AAA	male	adult	34	year	European	single-ended	Illumina HiSeq 2000	1	1	unreplicated	2013-07-31	released	1	1491897823.0
ENCSR240GDT	False	ENCSR519UXW	H3K27ac	Histone ChIP-seq	Homo sapiens heart right ventricle tissue female adult (46 years)	Bradley Bernstein, Broad	UBERON:0002080	heart right ventricle	tissue	heart		mesoderm	circulatory system	Homo sapiens	ENCDO411EVD	female	adult	46	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2020-09-15	released	8	2132706348.0
ENCSR242AHB	False	ENCSR149EOW	H3K27ac	Histone ChIP-seq	Homo sapiens ovary tissue female adult (51 years)	Bradley Bernstein, Broad	UBERON:0000992	ovary	tissue	ovary,gonad			reproductive system	Homo sapiens	ENCDO271OUW	female	adult	51	year		single-ended	Illumina HiSeq 2500	1	1	unreplicated	2019-09-11	released	2	2193804145.0
ENCSR242TBH	False	ENCSR548SPY	H3K27ac	Histone ChIP-seq	Homo sapiens A549 treated with 100 nM dexamethasone (agonist) for 1 hour	Tim Reddy, Duke	EFO:0001086	A549	cell line	lung	cancer cell	endoderm	respiratory system	Homo sapiens	ENCDO000AAZ	male	adult	58	year	European	single-ended	Illumina HiSeq 2000	3	3	isogenic	2016-07-21	released	3	3239027970.0
ENCSR243LHN	True			Control ChIP-seq	Homo sapiens with Alzheimer's disease; dorsolateral prefrontal cortex tissue female adult (90 or above years)	Bradley Bernstein, Broad	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system	Homo sapiens	ENCDO223NTQ	female	adult	90 or above	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2022-06-07	released	8	3061215382.0
ENCSR245GEV	False	ENCSR130HAG	H3K27ac	Histone ChIP-seq	Homo sapiens pancreas tissue female adult (61 years)	Bradley Bernstein, Broad	UBERON:0001264	pancreas	tissue	pancreas		endoderm		Homo sapiens	ENCDO186XRB	female	adult	61	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2020-09-10	released	8	2491301541.0
ENCSR247BVB	True			Control ChIP-seq	Homo sapiens CD8-positive, alpha-beta T cell male adult (21 years)	John Stamatoyannopoulos, UW	CL:0000625	CD8-positive, alpha-beta T cell	primary cell	bodily fluid,blood	leukocyte,CD8+ T cell,T cell,hematopoietic cell	mesoderm,endoderm	immune system	Homo sapiens	ENCDO190HXC	male	adult	21	year	European	single-ended	Illumina HiSeq 2000	1	1	unreplicated	2013-07-31	released	3	2096640609.0
ENCSR247FUH	True			Control ChIP-seq	Homo sapiens skin epidermis tissue male adult (77 years)	Bradley Bernstein, Broad	UBERON:0001003	skin epidermis	tissue	epithelium,skin of body		ectoderm	integumental system	Homo sapiens	ENCDO739SDJ	male	adult	77	year		single-ended	Illumina HiSeq 2500	1	1	unreplicated	2020-09-03	released	4	3494408994.0
ENCSR247NUF	True			Control ChIP-seq	Homo sapiens colonic mucosa tissue female adult (56 years)	Bradley Bernstein, Broad	UBERON:0000317	colonic mucosa	tissue	colon,large intestine,intestine		endoderm	digestive system	Homo sapiens	ENCDO438RUL	female	adult	56	year	European	single-ended	Illumina HiSeq 2000	1	1	unreplicated	2013-07-31	released	4	859868995.0
ENCSR247XFQ	True			Control ChIP-seq	Homo sapiens breast epithelium tissue female adult (53 years)	Bradley Bernstein, Broad	UBERON:0008367	breast epithelium	tissue	epithelium,breast				Homo sapiens	ENCDO793LXB	female	adult	53	year		single-ended	Illumina HiSeq 2500	1	1	unreplicated	2016-11-03	released	2	2857024369.0
ENCSR248IFK	True			Control ChIP-seq	Homo sapiens RWPE1	Michael Snyder, Stanford	EFO:0002323	RWPE1	cell line	prostate gland,epithelium	epithelial cell	mesoderm,endoderm	reproductive system	Homo sapiens	ENCDO000ADM	male	adult	54	year	European	paired-ended	Illumina HiSeq 4000	2	2	isogenic	2017-03-16	released	2	10378803697.0
ENCSR249IKQ	False	ENCSR773UBR	H3K27ac	Histone ChIP-seq	Homo sapiens Peyer's patch tissue female adult (51 years)	Bradley Bernstein, Broad	UBERON:0001211	Peyer's patch	tissue	intestine,lymphoid tissue		endoderm,mesoderm	digestive system,immune system	Homo sapiens	ENCDO271OUW	female	adult	51	year		single-ended	Illumina HiSeq 2500	1	2	unreplicated	2019-08-09	released	4	1873712726.0
ENCSR249INE	False	ENCSR979XBX	H3K27ac	Histone ChIP-seq	Homo sapiens uterus tissue female adult (53 years)	Bradley Bernstein, Broad	UBERON:0000995	uterus	tissue	uterus			reproductive system	Homo sapiens	ENCDO793LXB	female	adult	53	year		single-ended	Illumina HiSeq 2500	2	2	isogenic	2016-11-03	released	6	5421731622.0
ENCSR250EHC	False	ENCSR274VPI	H3K27ac	Histone ChIP-seq	Homo sapiens A549 treated with 100 nM dexamethasone (agonist) for 8 hours	Tim Reddy, Duke	EFO:0001086	A549	cell line	lung	cancer cell	endoderm	respiratory system	Homo sapiens	ENCDO000AAZ	male	adult	58	year	European	single-ended	Illumina HiSeq 2500	2	2	isogenic	2016-07-21	released	2	1944395897.0
ENCSR250NHD	False	ENCSR139WMA	H3K27ac	Histone ChIP-seq	Homo sapiens psoas muscle tissue female adult (30 years)	Bing Ren, UCSD	UBERON:0008450	psoas muscle	tissue	musculature of body		mesoderm	musculature	Homo sapiens	ENCDO424HVB	female	adult	30	year	European	single-ended	Illumina HiSeq 2000	1	1	unreplicated	2013-07-31	released	1	1028351971.0
ENCSR251PPB	False	ENCSR153LYY	H3K27ac	Histone ChIP-seq	Homo sapiens with mild cognitive impairment; dorsolateral prefrontal cortex tissue female adult (90 or above years)	Bradley Bernstein, Broad	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system	Homo sapiens	ENCDO672KST	female	adult	90 or above	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2021-05-06	released	8	2171245407.0
ENCSR255BOF	True			Control ChIP-seq	Homo sapiens KOPT-K1	Bradley Bernstein, Broad	EFO:0006283	KOPT-K1	cell line	bodily fluid,lymph node,blood	leukocyte,T cell,hematopoietic cell	mesoderm	immune system	Homo sapiens	ENCDO568LPD	unknown					single-ended	Illumina HiSeq 2500	2	3	isogenic	2015-08-03	released	5	8548997925.0
ENCSR255MIG	True			Control ChIP-seq	Homo sapiens motor neuron	Michael Snyder, Stanford	CL:0000100	motor neuron	in vitro differentiated cells	spinal cord,brain	neural cell	ectoderm	central nervous system	Homo sapiens	ENCDO371BAE	male	adult	55	year		paired-ended	Illumina NovaSeq 6000	1	1	unreplicated	2021-12-15	released	1	4062656002.0
ENCSR255SDP	True			Control ChIP-seq	Homo sapiens BLaER1 18 hours after the sample was treated with 100 nM 17β-estradiol, 10 ng/mL Interleukin-3, 10 ng/mL CSF1	Roderic Guigo, CRG	EFO:0030018	BLaER1	cell line	bone marrow,bone element		mesoderm	immune system,skeletal system	Homo sapiens	ENCDO305PTK	female					single-ended	Illumina HiSeq 2000	2	2	isogenic	2022-05-10	released	2	10656581585.0
ENCSR258GSA	True			Control ChIP-seq	Homo sapiens dorsolateral prefrontal cortex tissue female adult (84 years)	Bradley Bernstein, Broad	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system	Homo sapiens	ENCDO461DJY	female	adult	84	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2021-04-12	released	8	3533814575.0
ENCSR261PLD	True			Control ChIP-seq	Homo sapiens heart left ventricle tissue female adult (56 years)	Bradley Bernstein, Broad	UBERON:0002084	heart left ventricle	tissue	heart		mesoderm	circulatory system	Homo sapiens	ENCDO907YUG	female	adult	56	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2021-09-21	released	8	5388080880.0
ENCSR262JRZ	False	ENCSR103IXF	H3K27ac	Histone ChIP-seq	Homo sapiens with Alzheimer's disease; dorsolateral prefrontal cortex tissue female adult (90 or above years)	Bradley Bernstein, Broad	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system	Homo sapiens	ENCDO597SRH	female	adult	90 or above	year	European	single-ended	Illumina NextSeq 500	2	4	isogenic	2022-06-09	released	24	2858614328.0
ENCSR264DYL	True			Control ChIP-seq	Homo sapiens urinary bladder tissue male adult (34 years)	Bing Ren, UCSD	UBERON:0001255	urinary bladder	tissue	urinary bladder		mesoderm	excretory system	Homo sapiens	ENCDO058AAA	male	adult	34	year	European	single-ended	Illumina HiSeq 2000	1	2	unreplicated	2013-07-31	released	2	3432741468.0
ENCSR264HOB	True			Control ChIP-seq	Homo sapiens MM.1S	Bradley Bernstein, Broad	EFO:0005724	MM.1S	cell line	blood,bodily fluid	leukocyte,B cell,cancer cell,hematopoietic cell	mesoderm	immune system	Homo sapiens	ENCDO697GBW	female	adult	42	year	Black African	single-ended	Illumina HiSeq 2500	3	4	isogenic	2015-08-03	released	5	6178938869.0
ENCSR266XMB	True			Control ChIP-seq	Homo sapiens thoracic aorta tissue male adult (54 years)	Bradley Bernstein, Broad	UBERON:0001515	thoracic aorta	tissue	vasculature,blood vessel,arterial blood vessel		mesoderm	circulatory system	Homo sapiens	ENCDO451RUA	male	adult	54	year		single-ended	Illumina HiSeq 2500	1	1	unreplicated	2016-06-30	released	3	3596125359.0
ENCSR267YXV	False	ENCSR557RDB	H3K27ac	Histone ChIP-seq	Homo sapiens neutrophil	Bradley Bernstein, Broad	CL:0000775	neutrophil	primary cell	bodily fluid,blood	leukocyte,myeloid cell,hematopoietic cell	mesoderm	immune system	Homo sapiens	ENCDO117PGW	unknown	unknown				single-ended	Illumina HiSeq 2500	2	3	anisogenic	2016-11-16	released	8	14393376435.0
ENCSR268BDW	True			Control ChIP-seq	Homo sapiens SJSA1	Michael Snyder, Stanford	EFO:0002330	SJSA1	cell line	bone element	cancer cell	mesoderm	skeletal system	Homo sapiens	ENCDO197NLG	male	adult	19	year	Black	paired-ended	Illumina HiSeq 4000	1	1	unreplicated	2020-08-21	released	1	7020324581.0
ENCSR268JQE	False	ENCSR818VNL	H3K27ac	Histone ChIP-seq	Homo sapiens ovary tissue female adult (30 years)	Bing Ren, UCSD	UBERON:0000992	ovary	tissue	gonad,ovary			reproductive system	Homo sapiens	ENCDO424HVB	female	adult	30	year	European	single-ended	Illumina Genome Analyzer	1	1	unreplicated	2013-07-31	released	1	1512450383.0
ENCSR268ZCF	False	ENCSR844YME	H3K27ac	Histone ChIP-seq	Homo sapiens sigmoid colon tissue female adult (53 years)	Bradley Bernstein, Broad	UBERON:0001159	sigmoid colon	tissue	intestine,colon,large intestine		endoderm	digestive system	Homo sapiens	ENCDO793LXB	female	adult	53	year		single-ended	Illumina HiSeq 2500	1	1	unreplicated	2016-11-03	released	2	1983429935.0
ENCSR274VPI	True			Control ChIP-seq	Homo sapiens A549 treated with 100 nM dexamethasone (agonist) for 8 hours	Tim Reddy, Duke	EFO:0001086	A549	cell line	lung	cancer cell	endoderm	respiratory system	Homo sapiens	ENCDO000AAZ	male	adult	58	year	European	single-ended	Illumina HiSeq 2000	3	3	isogenic	2016-07-21	released	3	2054073098.0
ENCSR276SJT	True			Control ChIP-seq	Homo sapiens right lobe of liver tissue female adult (53 years)	Bradley Bernstein, Broad	UBERON:0001114	right lobe of liver	tissue	liver,endocrine gland,exocrine gland		endoderm	exocrine system,endocrine system,digestive system	Homo sapiens	ENCDO793LXB	female	adult	53	year		single-ended	Illumina HiSeq 2500	1	1	unreplicated	2016-11-03	released	4	2849614249.0
ENCSR278ACD	True			Control ChIP-seq	Homo sapiens heart right ventricle tissue female adult (56 years)	Bradley Bernstein, Broad	UBERON:0002080	heart right ventricle	tissue	heart		mesoderm	circulatory system	Homo sapiens	ENCDO907YUG	female	adult	56	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2021-09-21	released	8	4892444354.0
ENCSR278JAH	False	ENCSR968XKG	H3K27ac	Histone ChIP-seq	Homo sapiens dorsolateral prefrontal cortex tissue female adult (79 years)	Bradley Bernstein, Broad	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system	Homo sapiens	ENCDO609ZOG	female	adult	79	year	European	single-ended	Illumina NextSeq 500	2	4	isogenic	2022-01-06	released	16	3894892432.0
ENCSR278VUZ	True			Control ChIP-seq	Homo sapiens placenta tissue female embryo (113 days)	John Stamatoyannopoulos, UW	UBERON:0001987	placenta	tissue	placenta,extraembryonic component		mesoderm	reproductive system	Homo sapiens	ENCDO022PVU	female	embryonic	113	day		single-ended	Illumina HiSeq 2000	1	1	unreplicated	2013-07-31	released	2	844130420.0
ENCSR279KIX	False	ENCSR585FQO	H3K27ac	Histone ChIP-seq	Homo sapiens C4-2B	Michael Snyder, Stanford	EFO:0006365	C4-2B	cell line	prostate gland	cancer cell	mesoderm,endoderm	reproductive system	Homo sapiens	ENCDO000ACX	male	adult	50	year	European	paired-ended	Illumina HiSeq 2000	2	2	isogenic	2017-03-16	released	2	7327529486.0
ENCSR285NFQ	False	ENCSR845IKY	H3K27ac	Histone ChIP-seq	Homo sapiens BLaER1 36 hours after the sample was treated with 100 nM 17β-estradiol, 10 ng/mL Interleukin-3, 10 ng/mL CSF1	Roderic Guigo, CRG	EFO:0030018	BLaER1	cell line	bone marrow,bone element		mesoderm	immune system,skeletal system	Homo sapiens	ENCDO305PTK	female					single-ended	Illumina HiSeq 2000	2	2	isogenic	2022-05-10	released	2	6320557754.0
ENCSR291VCJ	True			Control ChIP-seq	Homo sapiens dorsolateral prefrontal cortex tissue female adult (88 years)	Bradley Bernstein, Broad	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system	Homo sapiens	ENCDO669IVL	female	adult	88	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2021-04-12	released	8	3763257581.0
ENCSR293XMP	True			Control ChIP-seq	Homo sapiens HUES64	Bradley Bernstein, Broad	EFO:0007089	HUES64	cell line	embryo	embryonic cell,stem cell			Homo sapiens	ENCDO424FTP	male	embryonic				single-ended	Illumina Genome Analyzer IIx	1	1	unreplicated	2013-07-31	released	1	1952632577.0
ENCSR293ZPH	True			Control ChIP-seq	Homo sapiens dorsolateral prefrontal cortex tissue female adult (87 years)	Bradley Bernstein, Broad	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system	Homo sapiens	ENCDO640RUC	female	adult	87	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2021-06-21	released	8	3511405021.0
ENCSR295FXG	True			Control ChIP-seq	Homo sapiens with mild cognitive impairment; dorsolateral prefrontal cortex tissue female adult (90 or above years)	Bradley Bernstein, Broad	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system	Homo sapiens	ENCDO915WZE	female	adult	90 or above	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2021-06-21	released	12	3326737805.0
ENCSR299EQJ	False	ENCSR617ONQ	H3K27ac	Histone ChIP-seq	Homo sapiens with Alzheimer's disease; dorsolateral prefrontal cortex tissue female adult (81 years)	Bradley Bernstein, Broad	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system	Homo sapiens	ENCDO097MEH	female	adult	81	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2021-05-06	released	8	2101364247.0
