Sample_ID	Species	Data_source	Biosample_type	Tissue_type	Biosample_name	Case_ID_Name	Input_ID_Name
SE_02_0061	Human	NCBI GEO/SRA	Cell line	Adipose	hMADS-3_white	GSM1443805	GSM1443817
SE_02_0062	Human	NCBI GEO/SRA	Cell line	Adipose	hMADS-3_brite	GSM1443806	GSM1443818
SE_02_0063	Human	NCBI GEO/SRA	Primary cell	Skin	Keratinocytes	GSM1446919	GSM1446918
SE_02_0064	Human	NCBI GEO/SRA	Cell line	Embryo	DN-Early_G1	GSM1498904	GSM1498912
SE_02_0065	Human	NCBI GEO/SRA	Cell line	Embryo	KO2-Late_G1	GSM1498905	GSM1498913
SE_02_0066	Human	NCBI GEO/SRA	Cell line	Embryo	AzL-S_phase	GSM1498906	GSM1498914
SE_02_0067	Human	NCBI GEO/SRA	Cell line	Embryo	AzH-G2/M	GSM1498907	GSM1498915
SE_02_0068	Human	NCBI GEO/SRA	Cell line	Skin	A375_DMSO	GSM1515414	GSM1515413
SE_02_0069	Human	NCBI GEO/SRA	Cell line	Brain	SF268	GSM1515744	GSM1515740
SE_02_0070	Human	NCBI GEO/SRA	Cell line	Lung	NCI-H69_DMSO	GSM1526703	GSM1526705
SE_02_0071	Human	NCBI GEO/SRA	Cell line	Lung	GLC16_DMSO	GSM1526704	GSM1526701
SE_02_0072	Human	NCBI GEO/SRA	Cell line	Lung	NCI-H82_DMSO	GSM1526706	GSM1526702
SE_02_0073	Human	NCBI GEO/SRA	Cell line	Other	90-8TL_DMSO	GSM1527927	GSM1527928
SE_02_0074	Human	NCBI GEO/SRA	Cell line	Other	90-8TL_PDJQ	GSM1527930	GSM1527931
SE_02_0075	Human	NCBI GEO/SRA	Cell line	Autonomic ganglia	kelly_DMSO_3h	GSM1532401	GSM1532403
SE_02_0076	Human	NCBI GEO/SRA	Cell line	Autonomic ganglia	SH-SY5Y_DMSO_3h	GSM1532408	GSM1532410
SE_02_0077	Human	NCBI GEO/SRA	Primary cell	Neuroblastoma	high-MYCN-Neuroblastoma-patient-cells	GSM1532415	GSM1532416
SE_02_0078	Human	NCBI GEO/SRA	Primary cell	Neuroblastoma	low-MYCN-Neuroblastoma-patient-cells	GSM1532417	GSM1532418
SE_02_0079	Human	NCBI GEO/SRA	Cell line	Mammary gland	T-47D_1	GSM1541449	GSM1541454
SE_02_0080	Human	NCBI GEO/SRA	Cell line	Lung	Calu-3	GSM1548075	GSM1548073
SE_02_0081	Human	NCBI GEO/SRA	In vitro differentiated cell	Blood	Monocyte-derived_dendritic_cells	GSM1565787	GSM1565793
SE_02_0082	Human	NCBI GEO/SRA	Cell line	Oral cavity	KB_IL-1alpha	GSM1566557	GSM1566561
SE_02_0083	Human	NCBI GEO/SRA	Cell line	Oral cavity	KB_untreat	GSM1566558	GSM1566562
SE_02_0084	Human	NCBI GEO/SRA	Cell line	Oral cavity	KB_5Z-7-oxozeaenol	GSM1566559	GSM1566563
SE_02_0085	Human	NCBI GEO/SRA	Cell line	Oral cavity	KB_IL-1alpha_5Z-7-oxozeaenol	GSM1566560	GSM1566564
SE_02_0086	Human	NCBI GEO/SRA	Cell line	Pancreas	CAPAN1	GSM1574235	GSM1574271
SE_02_0087	Human	NCBI GEO/SRA	Cell line	Pancreas	MiaPaca2	GSM1574239	GSM1574272
SE_02_0088	Human	NCBI GEO/SRA	Stem cell	Umbilical cord	umbilical-cord-derived-mesenchymal-stem-cells_SGA_cycle_0	GSM1576985	GSM1576983
SE_02_0089	Human	NCBI GEO/SRA	Stem cell	Umbilical cord	umbilical-cord-derived-mesenchymal-stem-cells_SGA_cycle_3	GSM1576986	GSM1576983
SE_02_0090	Human	NCBI GEO/SRA	Stem cell	Umbilical cord	umbilical-cord-derived-mesenchymal-stem-cells_SGA_cycle_6	GSM1576987	GSM1576983
SE_02_0091	Human	NCBI GEO/SRA	Stem cell	Umbilical cord	umbilical-cord-derived-mesenchymal-stem-cells_Control_cycle_0	GSM1576988	GSM1576984
SE_02_0092	Human	NCBI GEO/SRA	Stem cell	Umbilical cord	umbilical-cord-derived-mesenchymal-stem-cells_Control_cycle_3	GSM1576989	GSM1576984
SE_02_0093	Human	NCBI GEO/SRA	Stem cell	Umbilical cord	umbilical-cord-derived-mesenchymal-stem-cells_Control_cycle_6	GSM1576990	GSM1576984
SE_02_0095	Human	NCBI GEO/SRA	Cell line	Mammary gland	MDA-MB-468	GSM1589470	GSM1589471
SE_02_0096	Human	NCBI GEO/SRA	Cell line	Mammary gland	ZR-75-1_1	GSM1589472	GSM1589477
SE_02_0097	Human	NCBI GEO/SRA	Stem cell	Foreskin	Epidermal-Stem-Cells_shCTRL	GSM1607404	GSM1607413
SE_02_0099	Human	NCBI GEO/SRA	Stem cell	Foreskin	Epidermal-Stem-Cells_shDNMT3B	GSM1607406	GSM1607415
SE_02_0100	Human	NCBI GEO/SRA	Primary cell	Peripheral blood	Macrophages_GM-CSF_72h	GSM1625977	GSM1625985
SE_02_0101	Human	NCBI GEO/SRA	Primary cell	Peripheral blood	Macrophages_GM-CSF_72h_IFN-y	GSM1625978	GSM1625986
SE_02_0102	Human	NCBI GEO/SRA	Primary cell	Peripheral blood	Macrophages_GM-CSF_72h_IL4	GSM1625979	GSM1625987
SE_02_0103	Human	NCBI GEO/SRA	Primary cell	Peripheral blood	Macrophages_GM-CSF_72h_TNF-a_PGE2_Pam3CSK4	GSM1625980	GSM1625988
SE_02_0104	Human	NCBI GEO/SRA	Primary cell	Blood	neutrophils	GSM1633870	GSM1633871
SE_02_0105	Human	NCBI GEO/SRA	Primary cell	Skin	neonatal_keratinocytes	GSM1645725	GSM1645710
SE_02_0106	Human	NCBI GEO/SRA	Other	Skin	NHEK_M	GSM1662338	GSM1662336
SE_02_0107	Human	NCBI GEO/SRA	Cell line	Endometrium	EEC16	GSM1663010	GSM1663014
SE_02_0108	Human	NCBI GEO/SRA	Cell line	Fallopian tube	FT246	GSM1663018	GSM1663022
SE_02_0110	Human	NCBI GEO/SRA	Cell line	Ovaries	IOE11	GSM1663035	GSM1663039
SE_02_0111	Human	NCBI GEO/SRA	Cell line	Ovaries	IOE4	GSM1663045	GSM1663049
SE_02_0112	Human	NCBI GEO/SRA	Cell line	Connective tissue	HT1080_untreated	GSM1663107	GSM1663105
SE_02_0113	Human	NCBI GEO/SRA	Cell line	Connective tissue	HT1080_DOX5d	GSM1663108	GSM1663106
SE_02_0114	Human	NCBI GEO/SRA	Cell line	Mammary gland	CAL51	GSM1693015	GSM1693027
SE_02_0115	Human	NCBI GEO/SRA	Cell line	Mammary gland	MCF-7	GSM1693017	GSM1693029
SE_02_0116	Human	NCBI GEO/SRA	Cell line	Mammary gland	MDA-MB-231_untreat	GSM1693018	GSM1693030
SE_02_0117	Human	NCBI GEO/SRA	Cell line	Haematopoietic and lymphoid tissue	KARPAS-422	GSM1703909	GSM1703910
SE_02_0118	Human	NCBI GEO/SRA	Cell line	Haematopoietic and lymphoid tissue	MINO	GSM1703912	GSM1703913
SE_02_0119	Human	NCBI GEO/SRA	Cell line	Haematopoietic and lymphoid tissue	PFEIFFER	GSM1703923	GSM1703924
SE_02_0120	Human	NCBI GEO/SRA	Cell line	Haematopoietic and lymphoid tissue	REC-1	GSM1703925	GSM1703926
SE_02_0121	Human	NCBI GEO/SRA	Cell line	Haematopoietic and lymphoid tissue	SUDHL-4	GSM1703927	GSM1703928
SE_02_0122	Human	NCBI GEO/SRA	Cell line	Haematopoietic and lymphoid tissue	TOLEDO	GSM1703931	GSM1703932
SE_02_0123	Human	NCBI GEO/SRA	Cell line	Haematopoietic and lymphoid tissue	GRANTA-519	GSM1703901	GSM1703902
SE_02_0124	Human	NCBI GEO/SRA	Stem cell	Embryo	Embryonic-stem-cells_Naive	GSM1705251	GSM1705255
SE_02_0125	Human	NCBI GEO/SRA	Stem cell	Embryo	Embryonic-stem-cells_Primed	GSM1705260	GSM1705264
SE_02_0126	Human	NCBI GEO/SRA	Primary cell	Blood	Induced-regulatory-T-cells_DMSO	GSM1816682	GSM1816686
SE_02_0127	Human	NCBI GEO/SRA	Primary cell	Blood	Induced-regulatory-T-cells_CPI-703	GSM1816683	GSM1816687
SE_02_0128	Human	NCBI GEO/SRA	Cell line	Haematopoietic and lymphoid tissue	ALL-SIL	GSM1816978	GSM1816979
SE_02_0131	Human	NCBI GEO/SRA	Cell line	Lung	1015_PT	GSM1820954	GSM1820945
SE_02_0132	Human	NCBI GEO/SRA	Cell line	Lung	1015_CL	GSM1820955	GSM1820946
SE_02_0133	Human	NCBI GEO/SRA	Cell line	Thymus	TC-797_JQ1_4h	GSM1820958	GSM1820956
SE_02_0134	Human	NCBI GEO/SRA	Cell line	Kidney	293Trex_B4Nflag_No	GSM1820962	GSM1820960
SE_02_0135	Human	NCBI GEO/SRA	Cell line	Kidney	293Trex_B4Nflag_2h	GSM1820966	GSM1820964
SE_02_0136	Human	NCBI GEO/SRA	Cell line	Kidney	293Trex_B4Nflag_7h	GSM1820970	GSM1820968
SE_02_0138	Human	NCBI GEO/SRA	Tissue	Brain	RT172	GSM1835835	GSM1835862
SE_02_0139	Human	NCBI GEO/SRA	Tissue	Liver	RT236	GSM1835841	GSM1835864
SE_02_0140	Human	NCBI GEO/SRA	Tissue	Kidney	RT242	GSM1835844	GSM1835865
SE_02_0141	Human	NCBI GEO/SRA	Cell line	Colon	HCT116_Heterozygous_ARID1A-KO	GSM1835983	GSM1835994
SE_02_0142	Human	NCBI GEO/SRA	Cell line	Colon	HCT116_Homozygous_ARID1A-KO	GSM1835984	GSM1835995
SE_02_0143	Human	NCBI GEO/SRA	Cell line	Colon	HCT116_Parental	GSM1835982	GSM1835993
SE_02_0144	Human	NCBI GEO/SRA	Cell line	Peripheral blood	MV411_DMSO	GSM1845134	GSM1845146
SE_02_0146	Human	NCBI GEO/SRA	Cell line	Bone marrow	LP-1_SGC-CBP30	GSM1847318	GSM1847315
SE_02_0147	Human	NCBI GEO/SRA	Primary cell	Blood	CD4_T_cells	GSM1847867	GSM1847921
SE_02_0148	Human	NCBI GEO/SRA	Primary cell	Blood	CD8_T_cells	GSM1847878	GSM1847920
SE_02_0150	Human	NCBI GEO/SRA	Cell line	Mammary gland	MDA-MB-231_GATA3	GSM1855993	GSM1855999
SE_02_0151	Human	NCBI GEO/SRA	Cell line	Mammary gland	MDA-MB-231_TA1del	GSM1855995	GSM1856001
SE_02_0152	Human	NCBI GEO/SRA	Cell line	Brain	U87_EGFRvIII_shFOXG1_FBS	GSM1866074	GSM1866075
SE_02_0154	Human	NCBI GEO/SRA	Cell line	Brain	U87_EGFRvIII_shSCR_FBS	GSM1866078	GSM1866079
SE_02_0155	Human	NCBI GEO/SRA	Cell line	Brain	U87_EGFRvIII_shSOX9_FBS	GSM1866080	GSM1866081
SE_02_0157	Human	NCBI GEO/SRA	Cell line	Brain	U87_EGFRvIII_FBS	GSM1866084	GSM1866087
SE_02_0158	Human	NCBI GEO/SRA	Cell line	Brain	U87_EGFRvIII_erlotinib	GSM1866088	GSM1866089
SE_02_0160	Human	NCBI GEO/SRA	Cell line	Brain	U87_FBS	GSM1866094	GSM1866097
SE_02_0161	Human	NCBI GEO/SRA	Cell line	Brain	U87	GSM1866098	GSM1866101
SE_02_0162	Human	NCBI GEO/SRA	Cell line	Prostate	C4-2B_vehicle_24h	GSM1868872	GSM1868876
SE_02_0163	Human	NCBI GEO/SRA	Cell line	Prostate	C4-2B_SR2211_24h	GSM1868873	GSM1868877
SE_02_0164	Human	NCBI GEO/SRA	Cell line	Lung	H2087_Parental	GSM2066433	GSM2066429
SE_02_0165	Human	NCBI GEO/SRA	Cell line	Lung	H2087_LCC2	GSM2066434	GSM2066430
SE_02_0166	Human	NCBI GEO/SRA	Cell line	Mammary gland	HCC1954_Parental	GSM2066435	GSM2066431
SE_02_0167	Human	NCBI GEO/SRA	Cell line	Mammary gland	HCC1954_LCC2	GSM2066436	GSM2066432
SE_02_0168	Human	NCBI GEO/SRA	Cell line	Prostate	LNCaP	GSM1902615	GSM1902617
SE_02_0169	Human	NCBI GEO/SRA	Cell line	Prostate	LNCaP_R1881	GSM1907213	GSM1907217
SE_02_0170	Human	NCBI GEO/SRA	Cell line	Prostate	LNCaP_R1881_DOX	GSM1907214	GSM1907218
SE_02_0171	Human	NCBI GEO/SRA	Cell line	Lung	IMR-90_proliferating	GSM1915113	GSM1915119
SE_02_0172	Human	NCBI GEO/SRA	Cell line	Lung	IMR-90_quiescent	GSM1915114	GSM1915120
SE_02_0173	Human	NCBI GEO/SRA	Cell line	Lung	IMR-90_senescent	GSM1915115	GSM1915121
SE_02_0174	Human	NCBI GEO/SRA	Cell line	Lung	IMR-90_DMSO_2	GSM2098185	GSM2098187
SE_02_0175	Human	NCBI GEO/SRA	Cell line	Lung	IMR-90_Etoposide	GSM2098186	GSM2098188
SE_02_0176	Human	NCBI GEO/SRA	Cell line	Peripheral blood	LOUCY	GSM1916974	GSM1916975
SE_02_0177	Human	NCBI GEO/SRA	Cell line	Urinary bladder	J82	GSM1948902	GSM1948901
SE_02_0179	Human	NCBI GEO/SRA	Cell line	Urinary bladder	T24	GSM1948906	GSM1948905
SE_02_0180	Human	NCBI GEO/SRA	Cell line	Melanoma	CJM	GSM1953837	GSM1953843
SE_02_0181	Human	NCBI GEO/SRA	Cell line	Melanoma	COLO679	GSM1953838	GSM1953844
SE_02_0182	Human	NCBI GEO/SRA	Cell line	Melanoma	LOX-IMVI	GSM1953839	GSM1953845
SE_02_0183	Human	NCBI GEO/SRA	Cell line	Skin	SKMEL2	GSM1953840	GSM1953846
SE_02_0184	Human	NCBI GEO/SRA	Cell line	Skin	SKMEL30	GSM1953841	GSM1953847
SE_02_0185	Human	NCBI GEO/SRA	Cell line	Skin	UACC257	GSM1953842	GSM1953848
SE_02_0186	Human	NCBI GEO/SRA	Cell line	Stomach	AGS	GSM1960223	GSM1960224
SE_02_0187	Human	NCBI GEO/SRA	Cell line	Stomach	KATOIII	GSM1960225	GSM1960226
SE_02_0188	Human	NCBI GEO/SRA	Cell line	Stomach	MKN1	GSM1960227	GSM1960228
SE_02_0189	Human	NCBI GEO/SRA	Cell line	Stomach	SNU016	GSM1960231	GSM1960232
SE_02_0190	Human	NCBI GEO/SRA	Cell line	Stomach	SNU638	GSM1960233	GSM1960234
SE_02_0191	Human	NCBI GEO/SRA	Cell line	Stomach	SNU719	GSM1960235	GSM1960236
SE_02_0192	Human	NCBI GEO/SRA	Cell line	Stomach	MKN45	GSM2076193	GSM2076194
SE_02_0193	Human	NCBI GEO/SRA	Tissue	Kidney	Patient_x750N	GSM1960253	GSM1960257
SE_02_0194	Human	NCBI GEO/SRA	Tissue	Kidney	Patient_x750T	GSM1960254	GSM1960258
SE_02_0195	Human	NCBI GEO/SRA	Cell line	Stomach	OCUM1	GSM1969538	GSM1969536
SE_02_0196	Human	NCBI GEO/SRA	Cell line	Stomach	NCC59	GSM1969541	GSM1969539
SE_02_0197	Human	NCBI GEO/SRA	Cell line	Stomach	SNU1750	GSM1969544	GSM1969542
SE_02_0198	Human	NCBI GEO/SRA	Cell line	Stomach	SNU16	GSM1969547	GSM1969545
SE_02_0199	Human	NCBI GEO/SRA	Cell line	Stomach	KATO3	GSM1969549	GSM1969548
SE_02_0200	Human	NCBI GEO/SRA	Cell line	Stomach	RERF-GC-1B	GSM1969558	GSM1969559
SE_02_0201	Human	NCBI GEO/SRA	Cell line	Stomach	MKN7	GSM1969561	GSM1969562
SE_02_0202	Human	NCBI GEO/SRA	Cell line	Stomach	YCC7	GSM1969565	GSM1969566
SE_02_0203	Human	NCBI GEO/SRA	Cell line	Stomach	YCC21	GSM1969569	GSM1969570
SE_02_0204	Human	NCBI GEO/SRA	Cell line	Stomach	IM95	GSM1969572	GSM1969573
SE_02_0205	Human	NCBI GEO/SRA	Tissue	Stomach	Gastric_Primary_Sample_T	GSM1969575	GSM1969576
SE_02_0206	Human	NCBI GEO/SRA	Tissue	Stomach	Gastric_Primary_Sample_N	GSM1969578	GSM1969579
SE_02_0207	Human	NCBI GEO/SRA	Cell line	Stomach	FU97	GSM1969627	GSM1969628
SE_02_0208	Human	NCBI GEO/SRA	Cell line	Stomach	YCC3	GSM1969631	GSM1969632
SE_02_0209	Human	NCBI GEO/SRA	Cell line	Lung	MRC-5_MRC5_1DPT	GSM1970132	GSM1970129
SE_02_0210	Human	NCBI GEO/SRA	Cell line	Lung	MRC-5_N_1DPT	GSM1970134	GSM1970130
SE_02_0211	Human	NCBI GEO/SRA	Cell line	Lung	MRC-5_NFD_1DPT	GSM1970136	GSM1970131
SE_02_0212	Human	NCBI GEO/SRA	Cell line	Burkitts lymphoma of the left maxilla	Raji_DMSO	GSM1976293	GSM1976298
SE_02_0213	Human	NCBI GEO/SRA	Cell line	Burkitts lymphoma of the left maxilla	Raji_JQ1	GSM1976303	GSM1976309
SE_02_0214	Human	NCBI GEO/SRA	Stem cell	Embryo	H9_WT	GSM2029351	GSM2029353
SE_02_0215	Human	NCBI GEO/SRA	Other	Skin	NHEK_siGRHL3	GSM2035809	GSM2035808
SE_02_0216	Human	NCBI GEO/SRA	Other	Skin	NHEK_scramble	GSM2035816	GSM2035815
SE_02_0217	Human	NCBI GEO/SRA	Cell line	Mammary gland	MCF-7_NS	GSM2036927	GSM2036933
SE_02_0218	Human	NCBI GEO/SRA	Cell line	Mammary gland	MCF-7_PMA	GSM2036928	GSM2036934
SE_02_0219	Human	NCBI GEO/SRA	Cell line	Mammary gland	MDA-MB-231	GSM2036929	GSM2036935
SE_02_0220	Human	NCBI GEO/SRA	Cell line	Brain	BE2C_1	GSM2037779	GSM2311765
SE_02_0221	Human	NCBI GEO/SRA	Cell line	Blood	CCRF-CEM	GSM2037781	GSM2311757
SE_02_0222	Human	NCBI GEO/SRA	Cell line	Blood	DU-528	GSM2037785	GSM2311758
SE_02_0223	Human	NCBI GEO/SRA	Cell line	Haematopoietic and lymphoid tissue	MOLT4_1	GSM2037790	GSM2311761
SE_02_0224	Human	NCBI GEO/SRA	Cell line	Haematopoietic and lymphoid tissue	P12-ICHIKAWA	GSM2037794	GSM2311762
SE_02_0225	Human	NCBI GEO/SRA	Cell line	Haematopoietic and lymphoid tissue	PF-382	GSM2037796	GSM2311763
SE_02_0226	Human	NCBI GEO/SRA	Cell line	Blood	KOPTK1	GSM2318734	GSM2311759
SE_02_0227	Human	NCBI GEO/SRA	Cell line	Oesophagus	TE7	GSM2039110	GSM2039111
SE_02_0228	Human	NCBI GEO/SRA	Cell line	Oesophagus	KYSE510	GSM2039112	GSM2039113
SE_02_0229	Human	NCBI GEO/SRA	Stem cell	Umbilical cord	ID01	GSM2046837	GSM2046867
SE_02_0230	Human	NCBI GEO/SRA	Stem cell	Umbilical cord	ID60	GSM2046842	GSM2046872
SE_02_0231	Human	NCBI GEO/SRA	Primary cell	Tonsil	ILC1	GSM2048291	GSM2048294
SE_02_0232	Human	NCBI GEO/SRA	Primary cell	Tonsil	ILC3	GSM2048298	GSM2048301
SE_02_0233	Human	NCBI GEO/SRA	Primary cell	Tonsil	Th1	GSM2048304	GSM2048306
SE_02_0234	Human	NCBI GEO/SRA	Primary cell	Tonsil	Th17	GSM2048309	GSM2048311
SE_02_0235	Human	NCBI GEO/SRA	Primary cell	Peripheral blood	NK	GSM2048314	GSM2048316
SE_02_0236	Human	NCBI GEO/SRA	Cell line	Colon	V206	GSM2058034	GSM2058107
SE_02_0237	Human	NCBI GEO/SRA	Cell line	Colon	V389	GSM2058035	GSM2058108
SE_02_0240	Human	NCBI GEO/SRA	Cell line	Colon	V429_2	GSM2058038	GSM2058111
SE_02_0241	Human	NCBI GEO/SRA	Cell line	Colon	V456	GSM2058040	GSM2058112
SE_02_0242	Human	NCBI GEO/SRA	Cell line	Colon	V481	GSM2058042	GSM2058113
SE_02_0243	Human	NCBI GEO/SRA	Other	Foreskin	foreskin_HFFs	GSM2066623	GSM2066626
SE_02_0244	Human	NCBI GEO/SRA	Other	Foreskin	foreskin_D11	GSM2066625	GSM2066630
SE_02_0246	Human	NCBI GEO/SRA	Cell line	Mammary gland	MCF-7_estradiol	GSM2175784	GSM2175786
SE_02_0247	Human	NCBI GEO/SRA	Cell line	Haematopoietic and lymphoid tissue	MOLT4_2	GSM2090931	GSM2090932
SE_02_0248	Human	NCBI GEO/SRA	Cell line	Blood	MD901_shCREBBP	GSM2100286	GSM2100287
SE_02_0249	Human	NCBI GEO/SRA	Cell line	Blood	MD901_WD	GSM2100297	GSM2100298
SE_02_0250	Human	NCBI GEO/SRA	Tissue	Brain	tumormodel3691	GSM2101766	GSM2101769
SE_02_0251	Human	NCBI GEO/SRA	Cell line	Autonomic ganglia	SH-SY5Y-MYCN-OFF	GSM2120706	GSM2120708
SE_02_0252	Human	NCBI GEO/SRA	Cell line	Neuroblastoma	IMR5-75-shMYCN-MYCN_high	GSM2120713	GSM2120715
SE_02_0253	Human	NCBI GEO/SRA	Cell line	Brain	BE2C_DMSO	GSM2127461	GSM2127463
SE_02_0254	Human	NCBI GEO/SRA	Cell line	Neuroblastoma	IMR5-75	GSM2127467	GSM2127469
SE_02_0255	Human	NCBI GEO/SRA	Cell line	Haematopoietic and lymphoid tissue	MOLM13	GSM2136938	GSM2136942
SE_02_0256	Human	NCBI GEO/SRA	Cell line	Peripheral blood	MV411	GSM2136946	GSM2136948
SE_02_0257	Human	NCBI GEO/SRA	Tissue	Endometrioid	endometrioid_adenocarcinoma_TumorA	GSM2144749	GSM2144768
SE_02_0258	Human	NCBI GEO/SRA	Other	Lung	NCI-H1299_EGFP-NEO_reporter_cells_DMSO	GSM2150362	GSM2150369
SE_02_0259	Human	NCBI GEO/SRA	Other	Lung	NCI-H1299_EGFP-NEO_reporter_cells_SAHA	GSM2150370	GSM2150377
SE_02_0260	Human	NCBI GEO/SRA	Other	Lung	NCI-H1299_EGFP-NEO_reporter_cells_SB939	GSM2150378	GSM2150385
SE_02_0261	Human	NCBI GEO/SRA	Cell line	Osteoblastic	hFOB_differentiated	GSM2188465	GSM2188457
SE_02_0262	Human	NCBI GEO/SRA	Cell line	Osteoblastic	hFOB_JQ1_differentiated	GSM2188467	GSM2188460
SE_02_0263	Human	NCBI GEO/SRA	Cell line	Osteoblastic	hFOB_undifferentiated	GSM2188470	GSM2188462
SE_02_0264	Human	NCBI GEO/SRA	Cell line	Skeletal muscle	7250-empty	GSM2214081	GSM2214079
SE_02_0265	Human	NCBI GEO/SRA	Cell line	Skeletal muscle	7250-PAX3-FOXO1	GSM2214082	GSM2214080
SE_02_0266	Human	NCBI GEO/SRA	Other	Bronchia	HBE_Primary human bronchial epithelial cells_	GSM2266289	GSM2266284
SE_02_0267	Human	NCBI GEO/SRA	Cell line	Kidney	786-O	GSM2293336	GSM2293333
SE_02_0268	Human	NCBI GEO/SRA	Cell line	Kidney	A-498	GSM2293338	GSM2293340
SE_02_0269	Human	NCBI GEO/SRA	Cell line	Kidney	HK-2	GSM2293342	GSM2293344
SE_02_0270	Human	NCBI GEO/SRA	Primary cell	Kidney	PCS-400	GSM2293347	GSM2293348
SE_02_0271	Human	NCBI GEO/SRA	Cell line	Kidney	20431713N	GSM2293405	GSM2293404
SE_02_0272	Human	NCBI GEO/SRA	Cell line	Kidney	20431713T	GSM2293409	GSM2293408
SE_02_0273	Human	NCBI GEO/SRA	Cell line	Endometriosis	hTERT_SCR	GSM2308934	GSM2308939
SE_02_0274	Human	NCBI GEO/SRA	Cell line	Endometriosis	hTERT_KD	GSM2308943	GSM2308948
SE_02_0275	Human	NCBI GEO/SRA	Tissue	Retina	FW14	GSM2316309	GSM2316360
SE_02_0276	Human	NCBI GEO/SRA	Tissue	Retina	FW15	GSM2316310	GSM2316361
SE_02_0277	Human	NCBI GEO/SRA	Tissue	Retina	FW18	GSM2316311	GSM2316363
SE_02_0278	Human	NCBI GEO/SRA	Tissue	Retina	FW24	GSM2316312	GSM2316366
SE_02_0279	Human	NCBI GEO/SRA	Tissue	Retina	RB	GSM2316313	GSM2316368
SE_02_0280	Human	NCBI GEO/SRA	Cell line	Mammary gland	SUM159_DMSO_24h	GSM2330561	GSM2330573
SE_02_0281	Human	NCBI GEO/SRA	Cell line	Bone	U2OS	GSM2341636	GSM2341640
SE_02_0282	Human	NCBI GEO/SRA	Cell line	Lung	IMR-90	GSM2341643	GSM2341645
SE_02_0283	Human	NCBI GEO/SRA	Primary cell	Peripheral blood	p7-CLL-patient_CD74	GSM2356348	GSM2356349
SE_02_0284	Human	NCBI GEO/SRA	Tissue	Pelvis	patient 119	GSM2357597	GSM2357604
SE_02_0285	Human	NCBI GEO/SRA	Cell line	Liver	HuH7_untreat	GSM2360939	GSM2360954
SE_02_0286	Human	NCBI GEO/SRA	Cell line	Liver	HuH7_IL-1alpha_1h	GSM2360941	GSM2360955
SE_02_0288	Human	NCBI GEO/SRA	Other	Tonsil	CB5_H3K27Ac	GSM2386722	GSM2386725
SE_02_0293	Human	NCBI GEO/SRA	Cell line	Pancreatic	L3-6_4SC-202	GSM2398386	GSM2398383
SE_02_0294	Human	NCBI GEO/SRA	Cell line	Pancreatic	L3-6_DMSO	GSM2398388	GSM2398380
SE_02_0295	Human	NCBI GEO/SRA	Cell line	Lung	A549_TGFBeta_72h	GSM2406904	GSM2406898
SE_02_0296	Human	NCBI GEO/SRA	Cell line	Neuroblastoma	CLB-BER-Lud	GSM2664313	GSM2664314
SE_02_0297	Human	NCBI GEO/SRA	Cell line	Neuroblastoma	CLB-CAR	GSM2664315	GSM2664316
SE_02_0298	Human	NCBI GEO/SRA	Cell line	Neuroblastoma	CLB-GA	GSM2664317	GSM2664318
SE_02_0299	Human	NCBI GEO/SRA	Cell line	Neuroblastoma	CLB-MA	GSM2664321	GSM2664322
SE_02_0300	Human	NCBI GEO/SRA	Cell line	Neuroblastoma	CLB-PE	GSM2664323	GSM2664324
SE_02_0301	Human	NCBI GEO/SRA	Cell line	Neuroblastoma	GIMEN	GSM2664325	GSM2664326
SE_02_0302	Human	NCBI GEO/SRA	Cell line	Neuroblastoma	IMR32	GSM2664327	GSM2664328
SE_02_0303	Human	NCBI GEO/SRA	Cell line	Neuroblastoma	LAN1	GSM2664329	GSM2664330
SE_02_0304	Human	NCBI GEO/SRA	Cell line	Neuroblastoma	N206	GSM2664331	GSM2664332
SE_02_0305	Human	NCBI GEO/SRA	Cell line	Neuroblastoma	SH-EP	GSM2664333	GSM2664334
SE_02_0306	Human	NCBI GEO/SRA	Cell line	Autonomic ganglia	SH-SY5Y	GSM2664335	GSM2664336
SE_02_0307	Human	NCBI GEO/SRA	Cell line	Neuroblastoma	SJNB12	GSM2664337	GSM2664338
SE_02_0308	Human	NCBI GEO/SRA	Cell line	Neuroblastoma	SJNB1	GSM2664339	GSM2664340
SE_02_0309	Human	NCBI GEO/SRA	Cell line	Neuroblastoma	SJNB6	GSM2664341	GSM2664342
SE_02_0310	Human	NCBI GEO/SRA	Cell line	Neuroblastoma	SJNB8	GSM2664343	GSM2664344
SE_02_0311	Human	NCBI GEO/SRA	Cell line	Neuroblastoma	SK-N-AS	GSM2664345	GSM2664346
SE_02_0312	Human	NCBI GEO/SRA	Cell line	Neuroblastoma	SK-N-BE_2-C	GSM2664347	GSM2664348
SE_02_0313	Human	NCBI GEO/SRA	Cell line	Neuroblastoma	SK-N-DZ	GSM2664349	GSM2664350
SE_02_0314	Human	NCBI GEO/SRA	Cell line	Neuroblastoma	SK-N-FI	GSM2664351	GSM2664352
SE_02_0315	Human	NCBI GEO/SRA	Cell line	Neuroblastoma	TR14	GSM2664353	GSM2664354
SE_02_0316	Human	NCBI GEO/SRA	Cell line	Neuroblastoma	CHP212	GSM2664355	GSM2664356
SE_02_0317	Human	NCBI GEO/SRA	Cell line	Neuroblastoma	GICAN	GSM2664357	GSM2664358
